E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv v min 6
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv v max 97
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab a avg 9
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab a median 5
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab a min -11
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab a max 50
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab b avg 17
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab b median 11
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab b min -2
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab b max 57
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab l avg 28
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab l median 21
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab l min 3
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lab l max 83
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch c avg 22
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch c median 16
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch c min 0
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch c max 61
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch h avg 81 1.00
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch h median 79
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch h min 1
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch h max 351
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch l avg 28
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch l median 21
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch l min 3
